"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.face impressions.labels","Approve","Reject"
"3XUSYT70IU4OOCQEDITA0OZXCFCD0I","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3FQ5JJ512MR1AYMPW7MX3XMROCNNKF","A36CMQ8MXQ4G0V","Submitted","Fri May 27 00:56:15 PDT 2022","Fri May 27 00:58:54 PDT 2022","Mon May 30 00:58:54 PDT 2022","","","","159","0% (0/0)","0% (0/0)","0% (0/0)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/6269.jpg","[""Caring""]"
"3XUSYT70IU4OOCQEDITA0OZXCFCD0I","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3NKQQ8O39Z86RI0O1RCWDFJVCZJDUK","A3C6HJU4MZIEFH","Submitted","Fri May 27 00:56:15 PDT 2022","Fri May 27 00:57:01 PDT 2022","Mon May 30 00:57:01 PDT 2022","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/6269.jpg","[""Responsible""]"
"3XUSYT70IU4OOCQEDITA0OZXCFCD0I","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3NC5L260MPP8CXUNWBVD29UR6QBOFT","A3UJY4WXT3NTI0","Submitted","Fri May 27 00:56:49 PDT 2022","Fri May 27 01:00:44 PDT 2022","Mon May 30 01:00:44 PDT 2022","","","","235","0% (0/0)","0% (0/0)","0% (0/0)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/6269.jpg","[""Caring""]"
"3L7SUC0TTVXRS6WRQBSDJEMRLT40MN","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3HFNH7HEMIHHB93YM8TZ9ZP3M6TGQS","A12EETVU3IGPZZ","Submitted","Fri May 27 00:56:49 PDT 2022","Fri May 27 00:59:05 PDT 2022","Mon May 30 00:59:05 PDT 2022","","","","136","100% (16/16)","100% (16/16)","100% (16/16)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/272998.jpg","[""Confident""]"
"3L7SUC0TTVXRS6WRQBSDJEMRLT40MN","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3RXPCZQMQQETU5JH1T3K8YHVEU1G1X","A3AK3UL0UCNVKE","Submitted","Fri May 27 01:01:22 PDT 2022","Fri May 27 01:02:32 PDT 2022","Mon May 30 01:02:32 PDT 2022","","","","70","100% (71/71)","0% (0/0)","0% (0/0)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/272998.jpg","[""Caring""]"
"3L7SUC0TTVXRS6WRQBSDJEMRLT40MN","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3LQ8PUHQFMVIU7AQT668LXAIAWPIHQ","AXEE2GBMF83OL","Submitted","Fri May 27 00:56:14 PDT 2022","Fri May 27 00:56:51 PDT 2022","Mon May 30 00:56:51 PDT 2022","","","","37","100% (7/7)","100% (7/7)","100% (7/7)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/272998.jpg","[""Confident""]"
"3WGCNLZJKGBOV1BW91XAETI7H7ID1L","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3ZQIG0FLQFJ5D3PFNCRR1PAZXMYVW0","A12EETVU3IGPZZ","Submitted","Fri May 27 00:56:33 PDT 2022","Fri May 27 00:58:21 PDT 2022","Mon May 30 00:58:21 PDT 2022","","","","108","100% (16/16)","100% (16/16)","100% (16/16)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/274783.jpg","[""Confident""]"
"3WGCNLZJKGBOV1BW91XAETI7H7ID1L","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3R6P78PK7LEU3PVQ3CNUE40Q6DSTGJ","A30OJFFOZEE9NX","Submitted","Fri May 27 00:56:30 PDT 2022","Fri May 27 00:57:30 PDT 2022","Mon May 30 00:57:30 PDT 2022","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/274783.jpg","[""Confident"",""Responsible""]"
"3WGCNLZJKGBOV1BW91XAETI7H7ID1L","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:21 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:21 PDT 2022","","","3AQF3RZ559LINROJWF9JL980LQH6FM","AXAXLC0TXQ0QW","Submitted","Fri May 27 00:56:05 PDT 2022","Fri May 27 00:56:20 PDT 2022","Mon May 30 00:56:20 PDT 2022","","","","15","100% (919/919)","0% (0/0)","0% (0/0)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/274783.jpg","[""Confident"",""Trustworthy"",""Caring"",""Sociable""]"
"3D4BBDG7ZIZA0CJXW9GIIGFMURK3C3","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Fri May 27 00:55:23 PDT 2022","3","BatchId:4749224;OriginalHitTemplateId:928390873;","300","259200","Fri Jun 03 00:55:23 PDT 2022","","","369J354OFEDO1RKE7ZF13U8CM5HG6V","A12EETVU3IGPZZ","Submitted","Fri May 27 00:56:16 PDT 2022","Fri May 27 00:57:14 PDT 2022","Mon May 30 00:57:14 PDT 2022","","","","58","100% (16/16)","100% (16/16)","100% (16/16)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/430823.jpg","[""Confident""]"
