"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.face impressions.labels","Approve","Reject"
"3087LXLJ6NJLMW4A4OO0OO2IO4VF0M","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:21 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:21 PDT 2022","","","37XITHEISXC46Y2TX1MGOYETNM3RC5","A24A69YAB0UI36","Approved","Thu Jun 16 21:26:27 PDT 2022","Thu Jun 16 21:26:56 PDT 2022","Sun Jun 19 21:26:56 PDT 2022","Thu Jun 16 21:45:23 PDT 2022","","","29","100% (79/79)","100% (23/23)","100% (23/23)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/368079.jpg","[""Sociable""]"
"30IRMPJWD0MK2CGNZCYCOXVA5QCRKZ","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:20 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:20 PDT 2022","","","3JV9LGBJWUHEQXQI7V1VKUU3ARBOG3","A240HQ6RYHSI7M","Approved","Thu Jun 16 21:26:28 PDT 2022","Thu Jun 16 21:26:47 PDT 2022","Sun Jun 19 21:26:47 PDT 2022","Thu Jun 16 21:45:22 PDT 2022","","","19","100% (1/1)","100% (1/1)","100% (1/1)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/438384.jpg","[""Caring"",""Confident"",""Intelligent"",""Sociable""]"
"30Y6N4AHYQZCO6AD7VCPKK0KLHFRDM","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:14 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:14 PDT 2022","","","32Q90QCQ1TOXGS9C38JEDASID6MEKS","A34DIKYKLRRSIT","Approved","Thu Jun 16 21:26:20 PDT 2022","Thu Jun 16 21:27:53 PDT 2022","Sun Jun 19 21:27:53 PDT 2022","Thu Jun 16 21:45:19 PDT 2022","","","93","100% (40/40)","100% (19/19)","100% (15/15)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/30155.jpg","[""Confident"",""Caring"",""Emotionally stable"",""Responsible"",""Sociable"",""Trustworthy""]"
"311HQEI8RTJ59OVUQZ3G6VSN8NVZ7U","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:09 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:09 PDT 2022","","","3AMYWKA6YCPCT41CVIS983HEGD8O61","A9032LZQG6QAV","Approved","Thu Jun 16 21:26:13 PDT 2022","Thu Jun 16 21:28:46 PDT 2022","Sun Jun 19 21:28:46 PDT 2022","Thu Jun 16 21:45:17 PDT 2022","","","153","100% (21/21)","100% (21/21)","100% (21/21)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/270812.jpg","[""Emotionally stable""]"
"3126F2F5F96W4Z8YQYJKL7IQKBSEPA","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:25:57 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:25:57 PDT 2022","","","35H6S234SB3QLUVUQ3WAZXHNZI456E","A38GMO90HM9018","Approved","Thu Jun 16 21:31:54 PDT 2022","Thu Jun 16 21:32:40 PDT 2022","Sun Jun 19 21:32:40 PDT 2022","Thu Jun 16 21:45:14 PDT 2022","","","46","100% (2/2)","100% (2/2)","100% (2/2)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/330524.jpg","[""Confident""]"
"31GN6YMHLQVNYRAH3FHK2IU1EZ4WSO","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:24 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:24 PDT 2022","","","3ZAZR5XV02LD8POK7IGTA1GSW3MCZJ","A1ZSNHRIXPQ14Z","Approved","Thu Jun 16 21:27:14 PDT 2022","Thu Jun 16 21:28:53 PDT 2022","Sun Jun 19 21:28:53 PDT 2022","Thu Jun 16 21:45:24 PDT 2022","","","99","100% (4/4)","100% (3/3)","100% (3/3)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/162106.jpg","[""Intelligent""]"
"31J7RYECZMT7TDZOMIVYX6QCQSO1LH","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:36 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:36 PDT 2022","","","3U5NZHP4LS5ABTXU61WSUUBUZWKHPC","A26E33Z7SI8XXJ","Approved","Thu Jun 16 21:31:54 PDT 2022","Thu Jun 16 21:32:38 PDT 2022","Sun Jun 19 21:32:38 PDT 2022","Thu Jun 16 21:45:30 PDT 2022","","","44","100% (2/2)","100% (2/2)","100% (2/2)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/308999.jpg","[""Intelligent""]"
"31KSVEGZ35VBXCA4OQHFC8P5SXLWR0","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:22 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:22 PDT 2022","","","3LEIZ60CDK2BARHHVY628BFKQIJ9ZZ","AXEE2GBMF83OL","Approved","Thu Jun 16 21:26:28 PDT 2022","Thu Jun 16 21:28:18 PDT 2022","Sun Jun 19 21:28:18 PDT 2022","Thu Jun 16 21:45:23 PDT 2022","","","110","100% (16/16)","100% (16/16)","100% (6/6)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/370799.jpg","[""Caring""]"
"31N9JPQXIQL8LONN0KEY2LA8CCJHNX","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:26:03 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:26:03 PDT 2022","","","379J5II41PJ80YRUO8VFSA5X26RELV","A1VMWZ4X201V7H","Approved","Thu Jun 16 21:26:23 PDT 2022","Thu Jun 16 21:27:15 PDT 2022","Sun Jun 19 21:27:15 PDT 2022","Thu Jun 16 21:45:15 PDT 2022","","","52","100% (28/28)","100% (27/27)","100% (8/8)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/404303.jpg","[""Confident""]"
"31S7M7DAGHT82XBXO1F83C97IBETLH","35EE6WR8LH5R4JJ5CG05YH113AV714","Select applicable face impressions.","Please identify ALL applicable face impression with the given photo.","categorize, image","$0.02","Thu Jun 16 21:25:59 PDT 2022","1","BatchId:4762707;OriginalHitTemplateId:928390873;","300","259200","Thu Jun 23 21:25:59 PDT 2022","","","31HQ4X3T3TD9AHWCP3FKHR9C3X0SLA","A2HJD8EOX6E2NU","Approved","Thu Jun 16 21:31:54 PDT 2022","Thu Jun 16 21:32:43 PDT 2022","Sun Jun 19 21:32:43 PDT 2022","Thu Jun 16 21:45:12 PDT 2022","","","49","100% (15/15)","100% (15/15)","100% (6/6)","https://www.u.tsukuba.ac.jp/~s*******/mast-ai-img/417017.jpg","[""Confident""]"
