Id,Caring,Confident,Emotionally stable,Intelligent,Responsible,Sociable,Trustworthy
6269,1.0,0.0,0.0,0.0,1.0,0.0,0.0
272998,1.0,1.0,0.0,0.0,0.0,0.0,0.0
274783,1.0,1.0,0.0,0.0,1.0,1.0,1.0
430823,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208848,0.0,0.0,0.0,1.0,1.0,0.0,0.0
325918,0.0,1.0,0.0,0.0,1.0,0.0,0.0
449381,1.0,1.0,0.0,1.0,0.0,0.0,0.0
252994,0.0,1.0,0.0,0.0,1.0,1.0,0.0
321983,0.0,1.0,0.0,1.0,1.0,1.0,0.0
402420,1.0,1.0,1.0,0.0,1.0,1.0,1.0
331810,1.0,1.0,1.0,1.0,1.0,0.0,0.0
229635,0.0,1.0,1.0,0.0,1.0,0.0,0.0
370922,0.0,1.0,0.0,0.0,0.0,1.0,1.0
334836,1.0,1.0,0.0,1.0,0.0,1.0,1.0
327911,1.0,1.0,1.0,1.0,0.0,1.0,0.0
159988,1.0,1.0,0.0,0.0,1.0,1.0,1.0
261732,0.0,1.0,0.0,1.0,0.0,0.0,0.0
316814,0.0,1.0,0.0,1.0,0.0,0.0,0.0
432709,0.0,1.0,0.0,1.0,1.0,0.0,0.0
103196,1.0,1.0,0.0,0.0,1.0,0.0,0.0
203994,0.0,1.0,1.0,1.0,0.0,0.0,0.0
406458,1.0,0.0,1.0,1.0,1.0,1.0,0.0
182126,1.0,0.0,0.0,1.0,0.0,1.0,0.0
283950,1.0,1.0,1.0,1.0,0.0,1.0,1.0
449730,0.0,1.0,0.0,1.0,1.0,0.0,0.0
44322,0.0,0.0,1.0,1.0,1.0,0.0,1.0
205652,0.0,1.0,1.0,0.0,0.0,0.0,1.0
219980,0.0,1.0,0.0,1.0,0.0,0.0,1.0
228793,1.0,1.0,0.0,1.0,0.0,0.0,0.0
125410,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43001,1.0,1.0,1.0,0.0,0.0,1.0,0.0
407236,0.0,1.0,0.0,1.0,0.0,0.0,0.0
434742,0.0,0.0,1.0,1.0,1.0,0.0,0.0
293465,0.0,1.0,0.0,1.0,0.0,0.0,0.0
452866,0.0,1.0,0.0,1.0,0.0,0.0,0.0
411750,0.0,1.0,0.0,1.0,1.0,0.0,0.0
154042,0.0,1.0,1.0,0.0,1.0,0.0,0.0
422135,1.0,0.0,0.0,1.0,1.0,0.0,0.0
417323,0.0,1.0,0.0,0.0,0.0,1.0,0.0
450294,0.0,1.0,0.0,0.0,1.0,0.0,0.0
414619,0.0,1.0,0.0,1.0,1.0,1.0,0.0
50980,0.0,0.0,1.0,1.0,1.0,1.0,0.0
333561,0.0,1.0,0.0,1.0,1.0,1.0,0.0
292358,0.0,1.0,1.0,0.0,0.0,0.0,0.0
396274,0.0,1.0,0.0,1.0,0.0,1.0,0.0
151917,0.0,1.0,0.0,0.0,0.0,1.0,0.0
457109,0.0,1.0,0.0,0.0,1.0,1.0,0.0
432228,0.0,1.0,0.0,0.0,0.0,0.0,0.0
363926,0.0,0.0,0.0,1.0,1.0,0.0,0.0
311841,1.0,0.0,0.0,1.0,0.0,0.0,1.0
148560,0.0,1.0,0.0,1.0,0.0,0.0,0.0
255716,0.0,0.0,1.0,0.0,1.0,1.0,0.0
272589,1.0,1.0,0.0,0.0,1.0,0.0,0.0
183451,0.0,1.0,1.0,1.0,0.0,0.0,0.0
235209,0.0,1.0,1.0,0.0,0.0,0.0,0.0
286811,0.0,1.0,0.0,0.0,1.0,0.0,0.0
316607,0.0,1.0,0.0,1.0,1.0,0.0,0.0
104531,0.0,1.0,1.0,1.0,0.0,0.0,0.0
425431,1.0,1.0,0.0,0.0,0.0,1.0,0.0
263925,1.0,0.0,1.0,1.0,0.0,0.0,1.0
450056,0.0,1.0,0.0,1.0,1.0,0.0,0.0
83944,0.0,1.0,0.0,0.0,1.0,0.0,0.0
366274,0.0,1.0,1.0,0.0,1.0,1.0,0.0
197878,0.0,1.0,0.0,1.0,1.0,1.0,0.0
266093,1.0,1.0,0.0,0.0,0.0,0.0,0.0
399928,1.0,1.0,0.0,1.0,0.0,1.0,0.0
375089,0.0,1.0,1.0,0.0,0.0,0.0,0.0
168437,0.0,1.0,0.0,1.0,0.0,0.0,0.0
180762,0.0,1.0,0.0,0.0,0.0,1.0,0.0
178789,0.0,0.0,1.0,1.0,1.0,0.0,0.0
225390,0.0,0.0,0.0,1.0,1.0,0.0,1.0
207531,0.0,1.0,1.0,0.0,0.0,0.0,0.0
334701,0.0,1.0,0.0,1.0,1.0,1.0,1.0
254464,0.0,1.0,0.0,1.0,0.0,0.0,0.0
300270,0.0,0.0,1.0,1.0,1.0,0.0,1.0
137330,1.0,0.0,1.0,0.0,1.0,1.0,0.0
350934,0.0,0.0,0.0,1.0,0.0,1.0,1.0
340261,0.0,0.0,0.0,0.0,0.0,1.0,1.0
422391,1.0,1.0,0.0,0.0,0.0,1.0,0.0
229219,1.0,0.0,1.0,1.0,1.0,0.0,0.0
185955,0.0,1.0,1.0,1.0,1.0,0.0,0.0
313100,0.0,1.0,0.0,0.0,0.0,0.0,1.0
369866,1.0,1.0,0.0,1.0,1.0,0.0,0.0
124821,0.0,1.0,1.0,1.0,0.0,0.0,1.0
61202,0.0,1.0,1.0,1.0,0.0,0.0,1.0
